timestamp,ue_rate,pdu_active,throughput_mbps,cpu_percent,memory_percent
2026-01-01 10:27:00,1.75,16.0,128.79,66.58,60.11
2026-01-01 10:27:30,1.686,16.7,137.99,64.06,59.15
2026-01-01 10:28:00,1.667,16.0,125.13,62.85,59.29
2026-01-01 10:28:30,1.911,18.6,150.5,67.32,60.38
2026-01-01 10:29:00,1.681,15.8,129.21,55.49,58.32
2026-01-01 10:29:30,1.764,14.6,122.47,60.05,59.1
2026-01-01 10:30:00,1.533,16.4,140.31,58.66,62.02
2026-01-01 10:30:30,1.585,16.3,135.82,58.66,64.24
2026-01-01 10:31:00,1.694,15.5,123.37,57.67,60.19
2026-01-01 10:31:30,1.816,16.2,140.29,66.22,58.58
2026-01-01 10:32:00,1.645,17.6,140.28,67.4,63.16
2026-01-01 10:32:30,1.89,15.8,140.11,65.94,59.09
2026-01-01 10:33:00,1.656,15.3,130.36,56.58,56.58
2026-01-01 10:33:30,1.758,18.4,146.55,67.97,62.23
2026-01-01 10:34:00,1.521,16.6,147.3,57.71,61.69
2026-01-01 10:34:30,1.672,16.9,136.11,61.9,58.9
2026-01-01 10:35:00,1.921,17.1,143.74,58.54,59.85
2026-01-01 10:35:30,1.779,16.8,131.2,68.05,63.39
2026-01-01 10:36:00,2.054,17.5,138.5,67.9,59.56
2026-01-01 10:36:30,1.933,17.5,142.84,64.51,59.5
2026-01-01 10:37:00,1.695,16.0,128.09,60.05,60.94
2026-01-01 10:37:30,1.572,15.3,120.22,55.7,59.11
2026-01-01 10:38:00,1.486,17.1,141.97,62.89,58.36
2026-01-01 10:38:30,1.802,16.4,126.87,61.64,59.08
2026-01-01 10:39:00,1.927,15.7,115.68,59.05,58.59
2026-01-01 10:39:30,1.542,15.7,118.87,56.92,56.84
2026-01-01 10:40:00,1.67,17.0,137.79,59.11,60.0
2026-01-01 10:40:30,2.08,17.2,141.15,69.76,60.23
2026-01-01 10:41:00,1.689,15.2,126.62,57.78,57.23
2026-01-01 10:41:30,2.029,17.2,138.98,66.21,60.82
2026-01-01 10:42:00,1.491,16.4,120.72,58.71,60.42
2026-01-01 10:42:30,1.656,16.3,133.9,60.8,60.15
2026-01-01 10:43:00,1.761,16.5,133.06,61.87,60.77
2026-01-01 10:43:30,1.879,15.8,124.09,64.23,60.51
2026-01-01 10:44:00,1.716,16.2,129.9,64.06,59.36
2026-01-01 10:44:30,1.903,15.9,121.7,66.15,60.35
2026-01-01 10:45:00,1.602,16.6,135.59,59.31,60.13
2026-01-01 10:45:30,2.155,17.1,135.32,67.96,62.95
2026-01-01 10:46:00,2.116,15.8,119.14,64.03,59.49
2026-01-01 10:46:30,1.761,15.4,120.8,59.85,61.28
2026-01-01 10:47:00,1.926,16.5,128.42,66.06,60.43
2026-01-01 10:47:30,1.866,16.1,125.74,66.55,57.44
2026-01-01 10:48:00,1.965,15.8,120.81,60.58,56.66
2026-01-01 10:48:30,1.737,16.7,128.59,63.7,60.1
2026-01-01 10:49:00,1.805,17.9,135.73,67.25,61.13
2026-01-01 10:49:30,1.746,15.9,124.78,60.28,60.03
2026-01-01 10:50:00,2.106,16.6,131.25,65.23,60.5
2026-01-01 10:50:30,1.689,17.3,137.37,64.56,57.86
2026-01-01 10:51:00,1.767,16.5,132.91,58.02,60.88
2026-01-01 10:51:30,1.801,15.3,112.64,60.54,59.15
2026-01-01 10:52:00,1.232,16.7,128.22,59.84,59.7
2026-01-01 10:52:30,1.627,16.8,135.61,58.58,59.88
2026-01-01 10:53:00,1.653,16.3,116.9,58.34,59.62
2026-01-01 10:53:30,1.819,16.0,133.34,60.57,58.96
2026-01-01 10:54:00,1.77,15.8,123.9,65.02,58.44
2026-01-01 10:54:30,1.938,16.3,138.77,64.87,57.45
2026-01-01 10:55:00,1.914,17.0,136.25,65.91,60.43
2026-01-01 10:55:30,1.601,15.5,121.51,59.49,59.22
2026-01-01 10:56:00,1.714,17.0,135.52,65.11,59.94
2026-01-01 10:56:30,1.835,17.4,136.03,66.45,59.52
2026-01-01 10:57:00,1.779,16.8,125.05,57.07,60.39
2026-01-01 10:57:30,1.902,16.9,133.75,63.87,60.13
2026-01-01 10:58:00,1.804,18.5,153.78,67.57,64.36
2026-01-01 10:58:30,1.851,16.1,130.85,62.84,60.45
2026-01-01 10:59:00,1.858,18.7,149.61,70.19,63.14
2026-01-01 10:59:30,1.888,18.3,145.82,62.09,62.63
2026-01-01 11:00:00,1.846,17.8,134.14,66.07,62.06
2026-01-01 11:00:30,1.79,16.6,133.23,63.71,58.46
2026-01-01 11:01:00,1.45,16.7,132.77,63.18,59.98
2026-01-01 11:01:30,1.529,16.2,128.89,57.22,58.27
2026-01-01 11:02:00,1.926,17.3,142.27,67.48,59.35
2026-01-01 11:02:30,1.747,18.1,147.05,66.79,61.37
2026-01-01 11:03:00,1.631,16.1,116.61,62.87,58.79
2026-01-01 11:03:30,1.649,16.2,135.34,61.29,59.12
2026-01-01 11:04:00,1.765,15.9,126.77,60.23,58.97
2026-01-01 11:04:30,1.916,15.7,131.47,62.74,59.37
2026-01-01 11:05:00,1.943,16.9,139.4,64.42,62.08
2026-01-01 11:05:30,1.802,15.3,121.81,55.87,58.07
2026-01-01 11:06:00,1.818,17.4,149.7,60.01,58.89
2026-01-01 11:06:30,1.776,17.1,132.21,65.96,58.44
2026-01-01 11:07:00,1.717,17.6,149.5,63.55,61.72
2026-01-01 11:07:30,1.521,16.7,130.39,62.05,61.65
2026-01-01 11:08:00,1.883,15.9,127.24,61.86,59.26
2026-01-01 11:08:30,2.0,15.9,122.99,67.06,57.15
2026-01-01 11:09:00,1.977,16.3,129.65,63.11,56.57
2026-01-01 11:09:30,1.757,17.9,150.02,58.45,63.03
2026-01-01 11:10:00,1.797,15.5,126.78,60.35,59.33
2026-01-01 11:10:30,1.785,15.3,118.89,61.67,59.4
2026-01-01 11:11:00,1.783,15.4,123.14,60.73,56.48
2026-01-01 11:11:30,2.035,16.0,119.34,67.4,58.9
2026-01-01 11:12:00,1.969,17.5,147.98,61.25,62.45
2026-01-01 11:12:30,1.904,18.0,137.05,61.88,60.97
2026-01-01 11:13:00,2.002,17.3,135.81,68.78,58.71
2026-01-01 11:13:30,1.647,16.7,125.79,61.29,59.03
2026-01-01 11:14:00,1.753,16.6,124.73,59.95,59.93
2026-01-01 11:14:30,2.056,17.6,128.12,65.02,61.21
2026-01-01 11:15:00,1.958,18.8,146.55,67.17,63.2
2026-01-01 11:15:30,1.967,16.4,130.07,66.72,60.16
2026-01-01 11:16:00,1.893,17.7,141.09,70.25,63.97
2026-01-01 11:16:30,1.8,18.1,147.02,70.06,61.88
2026-01-01 11:17:00,1.616,16.5,132.33,58.39,59.66
2026-01-01 11:17:30,1.717,17.5,133.97,63.78,59.37
2026-01-01 11:18:00,1.857,17.2,133.12,62.5,60.88
2026-01-01 11:18:30,1.859,18.3,148.38,64.85,64.25
2026-01-01 11:19:00,1.886,15.9,125.36,68.93,59.12
2026-01-01 11:19:30,1.763,16.5,128.31,62.84,59.21
2026-01-01 11:20:00,1.933,16.2,141.03,61.92,60.95
2026-01-01 11:20:30,2.107,18.6,155.94,67.58,62.03
2026-01-01 11:21:00,2.051,17.6,136.78,64.11,62.34
2026-01-01 11:21:30,2.072,18.3,139.36,68.63,61.44
2026-01-01 11:22:00,1.68,17.9,152.62,66.47,59.89
2026-01-01 11:22:30,1.999,17.7,145.6,63.37,63.64
2026-01-01 11:23:00,1.701,15.2,123.36,57.19,57.18
2026-01-01 11:23:30,1.804,17.7,137.8,64.54,62.31
2026-01-01 11:24:00,1.841,16.4,132.95,63.23,57.07
2026-01-01 11:24:30,1.75,15.1,125.39,63.43,55.0
2026-01-01 11:25:00,2.035,16.0,123.48,64.24,59.76
2026-01-01 11:25:30,2.023,17.0,133.68,65.97,61.48
2026-01-01 11:26:00,1.844,16.9,137.56,61.56,59.82
2026-01-01 11:26:30,1.849,17.2,133.15,67.45,60.78
2026-01-01 11:27:00,2.02,18.0,146.88,67.48,60.7
2026-01-01 11:27:30,1.568,17.9,145.47,63.68,63.62
2026-01-01 11:28:00,1.847,16.4,123.32,63.61,60.62
2026-01-01 11:28:30,1.712,16.3,119.84,59.79,59.79
2026-01-01 11:29:00,1.684,16.9,138.81,61.47,61.37
2026-01-01 11:29:30,1.868,15.2,131.49,60.18,56.87
2026-01-01 11:30:00,1.813,16.4,122.21,60.76,59.51
2026-01-01 11:30:30,1.909,15.7,123.91,66.4,61.4
2026-01-01 11:31:00,1.783,16.0,132.08,65.22,59.48
2026-01-01 11:31:30,1.631,17.5,148.98,58.92,60.2
2026-01-01 11:32:00,2.049,16.2,122.2,64.59,60.95
2026-01-01 11:32:30,1.962,15.8,126.0,60.52,60.93
2026-01-01 11:33:00,1.973,17.4,135.85,69.87,61.08
2026-01-01 11:33:30,1.816,17.0,142.88,66.89,61.66
2026-01-01 11:34:00,1.636,16.2,126.26,60.83,57.14
2026-01-01 11:34:30,1.76,16.5,136.17,65.03,58.36
2026-01-01 11:35:00,1.827,17.6,143.07,61.64,60.49
2026-01-01 11:35:30,1.782,16.9,127.49,65.2,61.74
2026-01-01 11:36:00,1.56,16.3,129.54,56.55,56.77
2026-01-01 11:36:30,1.834,16.5,136.28,61.4,60.25
2026-01-01 11:37:00,1.672,17.9,141.7,69.33,58.83
2026-01-01 11:37:30,1.98,18.3,150.74,65.01,62.47
2026-01-01 11:38:00,1.999,16.7,132.38,64.86,61.6
2026-01-01 11:38:30,1.835,16.2,133.59,60.9,57.75
2026-01-01 11:39:00,1.557,17.9,148.7,67.16,61.91
2026-01-01 11:39:30,2.035,17.9,144.05,63.23,61.68
2026-01-01 11:40:00,2.057,17.0,132.2,66.62,60.72
2026-01-01 11:40:30,2.23,18.4,142.53,72.59,62.16
2026-01-01 11:41:00,1.812,18.0,151.63,66.46,60.62
2026-01-01 11:41:30,1.84,19.6,148.68,68.65,62.69
2026-01-01 11:42:00,1.868,17.3,137.16,68.81,59.63
2026-01-01 11:42:30,1.955,17.2,141.11,64.81,62.72
2026-01-01 11:43:00,1.874,15.7,134.9,62.43,58.22
2026-01-01 11:43:30,2.149,18.1,138.05,69.64,61.21
2026-01-01 11:44:00,1.913,18.4,140.99,64.68,63.93
2026-01-01 11:44:30,1.711,16.4,130.7,63.12,58.72
2026-01-01 11:45:00,1.867,17.6,144.11,68.55,61.49
2026-01-01 11:45:30,1.891,17.4,141.15,62.84,62.33
2026-01-01 11:46:00,1.949,15.3,120.46,62.51,58.15
2026-01-01 11:46:30,1.654,17.9,138.42,66.54,60.79
2026-01-01 11:47:00,2.074,16.3,138.49,59.85,62.16
2026-01-01 11:47:30,1.957,17.1,133.98,64.49,60.85
2026-01-01 11:48:00,2.043,16.8,135.92,63.85,59.75
2026-01-01 11:48:30,1.976,16.0,130.91,62.15,59.34
2026-01-01 11:49:00,2.01,16.5,138.45,63.5,61.25
2026-01-01 11:49:30,2.026,16.6,142.34,62.2,59.08
2026-01-01 11:50:00,2.071,15.9,135.93,64.59,58.02
2026-01-01 11:50:30,1.714,17.5,143.98,62.55,60.72
2026-01-01 11:51:00,1.864,17.0,122.69,68.12,60.95
2026-01-01 11:51:30,1.751,17.5,142.43,63.06,62.02
2026-01-01 11:52:00,1.625,19.0,143.61,62.5,65.05
2026-01-01 11:52:30,1.768,18.1,146.29,65.22,63.12
2026-01-01 11:53:00,1.959,15.4,114.68,62.24,58.38
2026-01-01 11:53:30,1.773,17.6,135.68,64.23,57.77
2026-01-01 11:54:00,1.907,17.0,126.35,66.33,58.64
2026-01-01 11:54:30,1.892,18.4,152.4,64.81,62.35
2026-01-01 11:55:00,1.78,18.2,156.43,63.49,61.63
2026-01-01 11:55:30,1.595,15.8,127.64,57.8,60.44
2026-01-01 11:56:00,2.005,15.6,120.58,62.76,56.53
2026-01-01 11:56:30,1.885,18.4,154.27,64.86,61.54
2026-01-01 11:57:00,1.867,17.3,135.76,65.98,60.43
2026-01-01 11:57:30,2.102,17.5,140.02,63.97,62.03
2026-01-01 11:58:00,1.958,16.0,126.47,67.51,59.6
2026-01-01 11:58:30,1.953,16.8,136.38,63.63,62.13
2026-01-01 11:59:00,1.545,16.4,126.92,66.07,61.32
2026-01-01 11:59:30,1.581,17.6,138.39,61.22,61.91
2026-01-01 12:00:00,1.904,18.3,149.32,62.53,62.08
2026-01-01 12:00:30,1.812,17.3,138.75,64.87,60.31
2026-01-01 12:01:00,2.066,17.6,137.61,72.82,60.3
2026-01-01 12:01:30,1.801,16.0,130.51,59.57,57.37
2026-01-01 12:02:00,1.768,16.8,135.85,57.18,61.0
2026-01-01 12:02:30,1.912,18.1,150.04,66.73,65.86
2026-01-01 12:03:00,1.784,17.3,145.11,63.57,60.92
2026-01-01 12:03:30,1.806,17.7,143.14,68.1,57.42
2026-01-01 12:04:00,1.699,15.6,136.45,57.74,60.09
2026-01-01 12:04:30,1.702,18.9,151.89,62.33,60.18
2026-01-01 12:05:00,1.624,16.1,141.42,59.57,58.65
2026-01-01 12:05:30,2.098,17.5,136.36,65.58,61.27
2026-01-01 12:06:00,2.027,16.5,137.73,67.82,59.0
2026-01-01 12:06:30,1.754,17.6,142.59,61.87,59.13
2026-01-01 12:07:00,1.511,16.2,123.02,58.4,59.24
2026-01-01 12:07:30,1.977,17.7,145.37,64.68,63.2
2026-01-01 12:08:00,2.01,19.0,150.15,66.37,63.82
2026-01-01 12:08:30,2.071,17.9,136.38,58.84,63.4
2026-01-01 12:09:00,1.847,15.1,123.72,57.19,57.82
2026-01-01 12:09:30,1.734,18.4,147.05,63.88,64.83
2026-01-01 12:10:00,2.057,18.8,157.97,68.91,64.35
2026-01-01 12:10:30,1.91,17.0,130.96,66.27,58.85
2026-01-01 12:11:00,1.727,16.9,139.43,59.19,61.04
2026-01-01 12:11:30,1.675,17.4,137.73,64.87,60.52
2026-01-01 12:12:00,1.829,17.1,137.59,64.41,56.94
2026-01-01 12:12:30,2.065,18.0,143.64,73.73,61.5
2026-01-01 12:13:00,1.939,16.9,127.63,61.67,61.15
2026-01-01 12:13:30,1.903,17.4,137.57,64.25,59.27
2026-01-01 12:14:00,1.951,16.6,131.28,63.03,57.36
2026-01-01 12:14:30,1.981,17.8,150.14,64.43,62.28
2026-01-01 12:15:00,1.919,18.0,155.0,66.5,61.8
2026-01-01 12:15:30,2.005,16.2,128.69,64.37,61.28
2026-01-01 12:16:00,1.663,18.5,145.32,61.55,63.03
2026-01-01 12:16:30,2.023,18.0,142.62,69.6,64.2
2026-01-01 12:17:00,1.765,16.1,127.26,63.62,58.1
2026-01-01 12:17:30,2.065,18.0,144.81,66.78,62.68
2026-01-01 12:18:00,1.947,17.7,143.93,65.61,63.09
2026-01-01 12:18:30,2.02,17.4,140.78,66.07,58.6
2026-01-01 12:19:00,1.82,18.3,160.05,69.25,62.31
2026-01-01 12:19:30,1.75,17.1,143.53,62.69,60.87
2026-01-01 12:20:00,2.18,16.5,130.09,67.3,60.27
2026-01-01 12:20:30,2.157,19.0,154.97,74.4,64.23
2026-01-01 12:21:00,1.469,18.0,134.89,59.42,63.07
2026-01-01 12:21:30,1.894,17.1,136.98,61.99,62.17
2026-01-01 12:22:00,1.974,15.5,127.66,64.57,56.7
2026-01-01 12:22:30,2.378,17.3,137.47,77.22,61.74
2026-01-01 12:23:00,1.984,18.2,145.43,66.38,62.36
2026-01-01 12:23:30,2.151,17.2,137.17,68.38,58.99
2026-01-01 12:24:00,1.795,17.8,133.37,70.71,59.6
2026-01-01 12:24:30,1.852,19.0,154.01,70.87,62.33
2026-01-01 12:25:00,2.125,16.6,146.91,65.96,61.3
2026-01-01 12:25:30,2.066,17.9,146.92,66.38,60.8
2026-01-01 12:26:00,1.691,17.3,148.23,62.86,62.57
2026-01-01 12:26:30,1.98,17.1,134.69,61.09,58.34
2026-01-01 12:27:00,1.82,16.3,120.6,62.29,58.15
2026-01-01 12:27:30,1.937,15.8,125.6,57.89,59.13
2026-01-01 12:28:00,2.008,16.9,133.5,64.31,60.81
2026-01-01 12:28:30,1.966,17.0,132.69,62.18,59.73
2026-01-01 12:29:00,2.007,18.4,147.41,70.34,61.45
2026-01-01 12:29:30,1.951,18.0,141.68,64.97,62.2
2026-01-01 12:30:00,1.856,17.4,137.65,64.21,62.49
2026-01-01 12:30:30,2.07,17.9,153.11,75.23,62.78
2026-01-01 12:31:00,1.934,17.3,136.44,62.33,61.68
2026-01-01 12:31:30,1.886,18.0,148.2,72.46,59.73
2026-01-01 12:32:00,2.086,18.1,143.41,68.43,63.26
2026-01-01 12:32:30,2.081,16.6,138.9,64.91,61.85
2026-01-01 12:33:00,2.036,16.5,129.32,61.42,61.46
2026-01-01 12:33:30,1.979,18.6,147.57,64.76,63.63
2026-01-01 12:34:00,1.754,18.9,156.54,66.23,61.6
2026-01-01 12:34:30,2.189,16.7,128.3,65.27,61.68
2026-01-01 12:35:00,1.853,17.1,136.99,58.12,61.3
2026-01-01 12:35:30,1.951,16.9,135.15,63.38,60.37
2026-01-01 12:36:00,1.887,17.2,135.88,60.48,60.26
2026-01-01 12:36:30,2.226,18.6,150.42,69.0,62.89
2026-01-01 12:37:00,2.062,18.6,147.4,71.56,62.21
2026-01-01 12:37:30,2.175,17.2,135.22,68.89,63.45
2026-01-01 12:38:00,1.785,17.7,138.93,62.98,61.84
2026-01-01 12:38:30,1.953,18.2,144.35,60.79,60.31
2026-01-01 12:39:00,2.036,19.7,152.59,74.99,62.21
2026-01-01 12:39:30,1.983,18.7,151.85,62.33,63.23
2026-01-01 12:40:00,2.058,16.3,125.43,70.54,57.51
2026-01-01 12:40:30,2.081,20.0,164.42,66.69,63.52
2026-01-01 12:41:00,2.087,17.4,137.95,66.55,63.09
2026-01-01 12:41:30,2.095,16.5,129.45,67.16,58.24
2026-01-01 12:42:00,1.855,15.1,131.77,63.49,56.53
2026-01-01 12:42:30,2.227,17.0,133.09,70.56,60.29
2026-01-01 12:43:00,1.882,18.2,143.54,64.23,60.48
2026-01-01 12:43:30,2.177,17.9,152.07,70.44,61.79
2026-01-01 12:44:00,2.078,17.9,142.22,72.16,62.6
2026-01-01 12:44:30,2.171,19.2,145.26,65.99,61.66
2026-01-01 12:45:00,1.911,19.0,147.84,66.77,62.52
2026-01-01 12:45:30,1.897,17.4,135.14,64.2,59.8
2026-01-01 12:46:00,2.037,17.4,134.56,67.29,61.5
2026-01-01 12:46:30,1.989,20.1,159.36,71.87,64.99
2026-01-01 12:47:00,2.097,19.2,154.13,70.21,64.56
2026-01-01 12:47:30,2.105,16.6,131.46,65.64,59.78
2026-01-01 12:48:00,2.038,18.5,145.34,69.21,62.03
2026-01-01 12:48:30,1.75,16.7,134.4,64.49,59.72
2026-01-01 12:49:00,2.094,18.4,144.17,66.13,62.66
2026-01-01 12:49:30,1.955,18.2,137.94,64.21,64.19
2026-01-01 12:50:00,1.996,17.9,146.1,64.12,61.78
2026-01-01 12:50:30,2.221,17.4,131.58,64.67,62.08
2026-01-01 12:51:00,2.002,17.6,149.99,69.47,61.76
2026-01-01 12:51:30,1.981,18.0,144.51,69.66,63.64
2026-01-01 12:52:00,1.891,17.1,133.39,60.31,60.35
2026-01-01 12:52:30,1.815,18.0,142.21,63.44,59.98
2026-01-01 12:53:00,1.755,17.3,134.23,66.28,60.09
2026-01-01 12:53:30,2.278,17.6,143.84,71.64,60.89
2026-01-01 12:54:00,1.917,17.9,141.39,67.06,61.04
2026-01-01 12:54:30,2.009,17.3,138.36,64.29,60.12
2026-01-01 12:55:00,1.724,17.2,148.14,64.8,59.44
2026-01-01 12:55:30,1.886,17.6,141.86,62.37,57.85
2026-01-01 12:56:00,1.954,17.2,135.68,68.46,61.12
2026-01-01 12:56:30,2.03,15.4,124.75,65.92,58.31
2026-01-01 12:57:00,1.797,19.2,155.85,68.54,59.72
2026-01-01 12:57:30,1.833,16.2,125.01,60.48,58.93
2026-01-01 12:58:00,2.237,17.6,133.08,67.42,64.47
2026-01-01 12:58:30,2.033,18.6,151.81,68.14,62.71
2026-01-01 12:59:00,1.974,18.3,149.59,68.85,62.43
2026-01-01 12:59:30,2.305,17.2,143.17,73.93,61.6
2026-01-01 13:00:00,1.856,17.0,140.06,66.29,60.7
2026-01-01 13:00:30,1.874,16.0,133.2,64.22,58.22
2026-01-01 13:01:00,1.859,19.8,163.56,73.18,62.56
2026-01-01 13:01:30,2.104,16.9,128.72,61.49,61.7
2026-01-01 13:02:00,2.153,16.5,129.83,66.65,59.26
2026-01-01 13:02:30,2.248,18.8,144.71,71.5,61.07
2026-01-01 13:03:00,1.819,15.8,129.54,58.52,58.97
2026-01-01 13:03:30,1.816,18.0,134.59,64.56,59.08
2026-01-01 13:04:00,2.079,19.3,154.91,72.23,65.55
2026-01-01 13:04:30,1.747,17.9,146.48,60.32,60.76
2026-01-01 13:05:00,2.079,17.3,131.37,68.33,60.67
2026-01-01 13:05:30,1.71,19.1,150.36,67.57,63.75
2026-01-01 13:06:00,1.807,16.9,127.28,66.36,62.62
2026-01-01 13:06:30,1.961,19.0,135.73,71.87,62.15
2026-01-01 13:07:00,2.028,19.9,156.03,71.19,64.7
2026-01-01 13:07:30,2.029,17.0,131.44,69.85,61.45
2026-01-01 13:08:00,1.717,18.5,145.88,70.22,64.38
2026-01-01 13:08:30,1.626,17.2,133.19,63.07,61.55
2026-01-01 13:09:00,1.818,18.1,140.66,66.93,58.52
2026-01-01 13:09:30,2.016,16.9,134.65,67.38,59.29
2026-01-01 13:10:00,2.007,17.0,133.53,65.52,60.8
2026-01-01 13:10:30,2.059,18.0,137.12,64.26,60.29
2026-01-01 13:11:00,2.099,17.6,130.25,70.1,60.65
2026-01-01 13:11:30,1.733,19.0,153.93,67.73,58.64
2026-01-01 13:12:00,1.562,19.2,155.54,60.95,63.15
2026-01-01 13:12:30,1.766,19.1,156.97,70.53,63.76
2026-01-01 13:13:00,1.802,17.4,139.1,63.53,61.16
2026-01-01 13:13:30,2.0,18.5,151.93,65.81,61.39
2026-01-01 13:14:00,1.906,19.4,154.57,70.11,62.48
2026-01-01 13:14:30,2.231,17.3,146.56,68.86,60.74
2026-01-01 13:15:00,1.634,18.0,142.45,70.31,60.05
2026-01-01 13:15:30,2.114,17.2,140.89,65.74,63.3
2026-01-01 13:16:00,1.826,18.0,140.53,66.1,59.24
2026-01-01 13:16:30,2.246,18.7,156.29,72.71,63.77
2026-01-01 13:17:00,2.04,18.3,145.06,66.85,61.59
2026-01-01 13:17:30,1.769,16.3,128.05,63.77,57.67
2026-01-01 13:18:00,1.976,18.3,143.88,71.69,64.28
2026-01-01 13:18:30,2.439,19.2,147.92,70.02,63.04
2026-01-01 13:19:00,1.979,16.3,132.32,65.6,58.62
2026-01-01 13:19:30,2.052,18.7,149.48,66.86,60.25
2026-01-01 13:20:00,1.862,18.4,147.09,70.7,63.92
2026-01-01 13:20:30,1.87,19.3,160.27,66.6,63.46
2026-01-01 13:21:00,2.172,17.2,131.87,69.64,60.83
2026-01-01 13:21:30,1.976,17.6,134.89,67.52,58.4
2026-01-01 13:22:00,1.889,19.3,158.04,70.17,63.69
2026-01-01 13:22:30,2.175,17.0,128.37,72.03,60.01
2026-01-01 13:23:00,1.967,17.3,135.23,64.9,59.38
2026-01-01 13:23:30,1.987,19.2,158.23,70.72,64.11
2026-01-01 13:24:00,2.168,17.1,138.86,69.88,59.57
2026-01-01 13:24:30,2.088,16.8,129.52,68.2,60.4
2026-01-01 13:25:00,1.989,17.5,137.14,67.69,60.39
2026-01-01 13:25:30,2.054,18.9,148.17,69.08,61.94
2026-01-01 13:26:00,2.031,19.2,148.59,67.88,61.09
2026-01-01 13:26:30,1.963,17.1,134.09,66.46,58.79
2026-01-01 13:27:00,2.403,19.9,161.32,78.2,63.26
2026-01-01 13:27:30,1.927,19.1,145.17,65.47,61.25
2026-01-01 13:28:00,2.198,18.7,145.87,69.36,63.23
2026-01-01 13:28:30,2.071,18.4,154.62,64.89,59.05
2026-01-01 13:29:00,1.883,17.7,140.02,72.12,60.99
2026-01-01 13:29:30,1.986,18.5,150.62,63.96,63.0
2026-01-01 13:30:00,2.022,17.5,141.93,65.96,61.72
2026-01-01 13:30:30,1.86,17.8,136.94,66.08,61.96
2026-01-01 13:31:00,1.865,17.9,141.12,66.84,61.8
2026-01-01 13:31:30,2.282,18.5,148.09,69.22,62.44
2026-01-01 13:32:00,2.13,19.4,150.57,66.57,62.52
2026-01-01 13:32:30,1.994,17.0,129.43,64.83,58.96
2026-01-01 13:33:00,2.197,19.1,151.81,75.09,64.46
2026-01-01 13:33:30,2.063,16.5,138.45,64.84,60.42
2026-01-01 13:34:00,2.001,17.0,140.81,67.46,61.79
2026-01-01 13:34:30,2.092,18.1,149.67,62.9,61.34
2026-01-01 13:35:00,2.115,18.5,148.28,72.98,61.25
2026-01-01 13:35:30,2.111,18.4,144.93,69.1,62.56
2026-01-01 13:36:00,1.902,16.5,137.79,62.1,59.79
2026-01-01 13:36:30,1.654,18.7,157.37,65.28,61.17
2026-01-01 13:37:00,2.116,17.4,139.28,67.74,62.77
2026-01-01 13:37:30,1.78,18.1,142.5,70.66,60.22
2026-01-01 13:38:00,2.093,16.5,131.39,65.23,58.45
2026-01-01 13:38:30,1.92,17.2,130.02,63.82,59.74
2026-01-01 13:39:00,1.979,18.8,152.05,67.9,63.72
2026-01-01 13:39:30,1.959,19.0,156.01,68.82,61.96
2026-01-01 13:40:00,2.113,20.0,166.84,66.84,64.86
2026-01-01 13:40:30,2.043,18.0,146.43,65.89,62.49
2026-01-01 13:41:00,1.827,16.9,138.72,63.02,58.85
2026-01-01 13:41:30,2.048,16.2,132.41,61.9,59.78
2026-01-01 13:42:00,2.301,17.5,139.7,72.71,59.64
2026-01-01 13:42:30,1.875,17.0,134.31,59.07,58.37
2026-01-01 13:43:00,1.97,17.5,141.13,68.53,64.54
2026-01-01 13:43:30,2.087,17.8,133.17,67.8,63.37
2026-01-01 13:44:00,2.048,17.3,133.47,61.58,58.96
2026-01-01 13:44:30,1.922,16.7,131.86,67.34,56.79
2026-01-01 13:45:00,1.876,19.9,165.2,64.97,60.96
2026-01-01 13:45:30,2.036,18.7,149.42,68.9,60.06
2026-01-01 13:46:00,1.794,17.8,142.69,70.28,60.87
2026-01-01 13:46:30,2.144,18.8,150.15,67.49,64.36
2026-01-01 13:47:00,2.077,17.6,136.17,63.93,63.36
2026-01-01 13:47:30,2.199,17.0,128.29,69.42,59.59
2026-01-01 13:48:00,1.772,19.2,159.56,66.21,62.79
2026-01-01 13:48:30,1.901,18.3,145.88,62.11,63.08
2026-01-01 13:49:00,2.008,17.8,140.58,65.53,63.94
2026-01-01 13:49:30,2.226,17.7,135.5,72.72,59.48
2026-01-01 13:50:00,2.089,18.8,152.5,70.36,62.1
2026-01-01 13:50:30,1.503,16.4,136.34,68.97,59.72
2026-01-01 13:51:00,1.949,17.9,152.34,66.56,60.77
2026-01-01 13:51:30,1.906,19.4,146.91,67.33,63.31
2026-01-01 13:52:00,1.959,16.1,129.66,60.98,60.92
2026-01-01 13:52:30,1.966,15.4,114.28,56.44,55.87
2026-01-01 13:53:00,1.986,17.5,146.06,62.11,61.29
2026-01-01 13:53:30,1.886,17.9,149.88,67.02,61.68
2026-01-01 13:54:00,2.111,18.8,151.95,68.95,59.21
2026-01-01 13:54:30,2.201,17.5,133.26,71.76,59.59
2026-01-01 13:55:00,2.057,18.4,158.84,71.74,60.98
2026-01-01 13:55:30,2.096,19.2,146.95,68.23,62.37
2026-01-01 13:56:00,1.736,16.6,129.18,65.47,58.78
2026-01-01 13:56:30,1.978,17.6,141.3,61.89,60.12
2026-01-01 13:57:00,1.955,18.3,145.12,67.34,60.71
2026-01-01 13:57:30,2.055,17.4,139.06,65.98,58.98
2026-01-01 13:58:00,1.966,16.7,137.06,66.82,62.11
